1240,545000
3300,785000
3190,765000
2900,720000
1200,449500
780,248500
1770,675000
1530,730000
860,311000
960,660000
870,435000
1240,350000
1630,385000
930,235000
1300,350000
1820,1350000
1290,459900
1610,430000
2930,718000
1440,220000
2830,1500000
1200,140000
1720,200000
1150,475000
920,179000
1460,400000
1400,348125
1450,675000
1920,1000000
2320,447500
2040,345000
3020,275000
1010,529941
2290,685900
920,310000
890,299000
1720,630000
2170,883000
2450,510000
1830,448500
880,330000
1400,358000
1930,690000
2330,1518630
2310,627000
1330,451000
2260,453250
850,389000
1230,360000
2230,925000
3056,524225
1760,319000
1440,500000
2020,750000
2230,415000
2600,1445000
1610,270000
1250,350000
1870,659500
1180,245000
1310,290000
1200,430000
1380,637000
1810,362000
2240,495000
1260,585000
1770,630000
880,550000
1590,247200
1270,404500
1180,455000
1380,527500
3140,869950
860,535000
1520,1065500
1460,431000
1250,365000
1080,270000
3400,712000
1980,461000
1470,468000
2070,343000
1160,312000
1520,675000
1420,400000
1630,360000
1260,399950
2090,485000
2090,830000
770,500000
4750,1583000
1010,800000
3520,810000
1110,358500
2200,259875
900,334000
1170,249500
1820,722500
2100,323000
2290,660000
5130,1599950
1360,522000
1690,710000
1450,274000
2360,319000
1690,482500
2340,734000
3060,650000
3520,760000
1910,818000
910,425000
2450,345000
1690,460000
3710,965000
1330,400000
1870,933000
1340,411800
1230,475000
2740,630000
1200,450000
2990,675000
1550,280000
3100,950000
2120,319990
2100,207000
2100,700000
1490,253000
1080,552000
920,721000
2280,349000
3136,665000
2495,267000
1050,552000
2570,500000
1140,384000
1240,439950
1140,628000
1470,719000
1120,528000
3540,820000
1660,324500
2080,538888
1070,606000
670,175000
1100,194820
2815,477500
1050,123000
1540,376000
2550,970000
1250,550000
2850,680000
720,230000
1400,194000
1330,652000
2500,475000
1540,736000
410,325000
3640,555000
1657,546000
1710,332544
1000,641500
3040,700000
1240,333000
1490,585888
1120,305000
770,363000
1100,342500
1140,575000
2620,750000
1380,275000
1270,325000
2030,470000
970,680000
2150,350000
1250,210000
660,268500
3610,875909
1360,317500
4040,760000
1240,318000
6085,1610000
1980,243500
1140,430000
1310,862000
1050,230000
1440,313500
1100,392500
1010,402000
1000,478000
1780,1000000
2740,510000
1230,229500
1330,347000
1200,550000
1280,595000
1530,231000
1300,1099500
720,275500
1010,145000
890,154500
1760,552500
1450,249950
1350,335000
1690,215000
1400,294000
1710,1538000
1080,446000
2270,485000
1020,218000
1000,239900
3950,1780000
5710,930000
1050,163500
1610,690000
1670,675000
1250,405000
3490,960000
1650,449228
1790,375000
880,253000
1570,920000
2730,632000
1690,695000
2240,590000
1360,329500
1430,352450
1350,477000
970,210000
1500,457000
3370,1245000
1490,452000
2720,594000
2540,750000
1970,395000
3580,1130000
1320,482000
1250,494000
1280,419000
920,585000
1140,480000
1400,608000
2420,455600
1240,330000
1720,383000
1430,458500
1130,226500
2640,599000
2500,637850
2980,515000
1520,224950
1100,210000
1340,760000
2720,635000
1620,290000
3020,1750000
700,380000
1120,239900
760,122000
3670,2350000
1180,220000
1000,265000
1540,229000
1600,502000
1720,399950
3040,598555
1050,175000
910,450000
2080,342500
1130,325000
2590,920000
1060,625504
1890,725000
3380,569950
1360,446950
2190,391000
1810,439000
1880,675000
3870,1299890
3030,768000
3150,570000
1090,152000
3180,775000
1920,372500
1550,270000
2480,855000
2540,399000
2820,457000
1580,280000
2050,750000
910,100000
3040,840000
1190,160134
1000,235000
2370,310000
3380,639900
1280,440000
2150,842500
1961,289000
1100,412500
2716,452000
2290,535000
1460,355000
1920,380000
2870,465000
800,405000
1420,515000
1000,343000
910,320000
720,210000
3230,1776000
1330,375000
990,199000
2160,1200000
2560,700500
1390,275000
1580,333000
1170,548000
2540,990000
2040,499000
1400,430000
1230,490000
870,395000
1020,171000
980,355000
1650,434500
3010,810000
2010,471000
2840,372000
760,530000
1200,240000
2720,910000
1750,770000
1510,335000
3830,860000
1220,287500
1510,402000
1490,205950
2830,2230000
3500,790000
1600,265000
1520,440000
2320,890000
2481,309000
1310,390000
1350,625000
1010,200000
2110,320000
2298,372000
1180,280000
1250,330000
2920,820000
1320,342000
1750,340000
1200,580000
860,345000
2110,606000
2480,399000
1410,529500
860,355000
830,235000
750,210000
1230,335000
2020,308000
1180,250200
1230,299500
1710,525000
1430,532000
2700,525000
1700,149000
4010,1795000
2403,519900
720,405000
2000,349950
1390,570000
2240,555000
1680,590000
1200,560000
1030,175000
1880,1045000
1900,265000
1320,285000
1500,515000
2790,495000
1520,565000
980,360000
2810,685000
1440,239950
4300,2500000
1240,290000
1730,960000
2140,304400
2780,325000
1220,300000
2460,630000
1800,565000
1996,285000
970,495000
1190,261000
1000,320000
2600,444500
1050,230000
1120,461100
950,332888
3680,1225000
1750,380000
1550,426000
840,373000
2210,455000
670,202000
1720,540000
1340,354000
670,410000
1250,200000
1160,700000
1290,374950
1400,665000
850,355000
760,345000
2020,1298890
1030,718000
1870,245000
2970,680000
2670,408000
1530,355000
1230,240000
1920,515000
1860,570000
720,310000
1690,739888
750,213000
1030,649000
2250,328000
1230,429500
2790,505000
2520,729000
1430,450000
1620,475000
4270,1610000
1760,1225000
1170,250800
3361,511000
2200,969000
1180,315000
2220,291375
2370,398096
2300,243500
1320,470000
2460,611000
4060,880000
1690,305000
1550,525000
1540,542000
3740,3400000
1590,375000
1240,730000
1230,762400
2620,499431
2330,565000
1250,212000
1750,324000
1450,898000
1440,410000
1920,781000
1790,530000
2350,561600
1030,375000
1240,355000
1730,521000
1320,206000
1830,298900
2990,458000
1660,449000
1170,469000
2830,725000
1280,558000
2800,1190000
2160,325000
1990,875000
1650,267500
2030,906000
2320,360000
1220,514000
1030,234000
820,200000
1780,299950
850,500000
2930,1050000
1160,285000
1030,667500
1250,242000
2590,779380
3010,837700
3090,850000
1380,215500
2560,655000
2240,556000
970,360500
1150,460500
2910,610000
1480,427500
2480,640000
1280,399950
1480,310000
1360,216650
770,485000
1930,536751
1870,695000
1470,395000
1080,539000
1280,455000
730,395000
2480,555000
1740,514500
1651,285000
1910,1125000
1410,230000
1870,272000
1010,368000
1280,354950
2250,569000
990,400000
1010,599000
2460,900000
1300,325000
2020,319000
1650,447000
1460,950000
1010,325000
880,372500
1450,400000
1812,370000
2620,975000
1290,465000
1080,705000
2200,1225000
1990,545000
1320,360000
1800,952000
1570,998500
1060,326500
1970,402000
1010,215000
2110,500000
1530,575000
1460,271675
1180,360000
1390,186950
2140,302000
1140,309000
1250,219000
990,310000
2370,577000
1510,400000
890,150000
930,550000
1600,995000
4230,1940000
1150,665000
2750,535000
1310,325000
1240,600000
1390,306500
1200,402000
920,189950
1070,250000
1820,329999
2210,659000
870,406500
2400,275000
2430,502500
800,162248
1680,290500
790,558000
910,365000
1300,429950
850,320000
2290,295000
2350,598850
3510,723000
1000,525000
1300,328950
2750,540000
1580,495000
1240,415000
1150,1000000
2170,695000
2370,300523
2270,375000
1670,661000
1770,350500
1660,539500
930,392500
2350,539000
2890,750000
2200,300000
1100,330000
2890,830000
3170,600000
1200,311000
930,320000
1560,874000
3750,784500
1790,544000
1610,700000
1660,220000
1460,550000
960,295832
1790,1385000
1030,326000
1540,449950
1240,216600
1870,285000
1620,265000
1140,250000
3700,650000
1160,415000
1010,250000
2430,770000
2100,344000
2080,940000
1800,960000
1010,155000
1715,257500
2630,1395710
1360,237100
1630,400000
1610,798500
2260,486000
840,315000
5450,610000
910,273000
3720,980000
1010,315000
1060,515000
1340,599950
3550,575000
1330,444950
2130,650000
1540,227500
1240,280000
2880,429900
1310,320000
1540,269000
2820,398000
840,224000
1720,891000
2720,1443920
3500,798000
740,178500
1090,375000
1980,1325000
1620,902000
2350,469995
2120,645000
1160,272500
810,260600
1160,315500
1120,526000
2350,400000
970,315000
1710,463000
3350,3710000
1230,147500
1540,380000
850,440000
2270,830000
3200,1255000
1720,498000
870,180000
1540,710500
1930,875000
1820,206000
2510,571000
1290,200000
2450,620000
1805,266000
1450,150000
3730,1775000
2030,660000
3220,825000
1500,550000
1510,754000
2620,675000
1000,378000
1920,453000
1590,299000
1760,500000
1270,283000
1470,419000
1410,655000
1260,505000
1020,445434
1100,595000
2620,535000
1950,386500
1840,775000
1130,231500
2303,525000
2110,324500
2750,819000
1070,399950
2920,675900
1840,701000
1400,410000
2390,589000
3020,665000
3280,810000
1320,327000
2510,353000
1850,1375000
900,460000
860,300000
1250,511000
1830,270000
3620,680000
1200,436000
1970,419000
910,223000
1010,337000
1080,424500
780,465000
1600,464000
1180,330000
3220,579000
1430,253779
1540,324000
2950,424900
1320,333500
1280,520000
2570,670000
1730,329780
1380,314900
2220,870000
1130,385000
1200,500000
1180,341000
880,420000
1120,310000
1220,465000
1390,900000
1250,413100
6220,1940000
1910,595000
3150,819900
1540,499000
1910,835000
1880,599000
1030,620000
880,218000
620,325000
1870,811000
3330,760000
860,219900
1700,245000
2290,349900
1100,325000
2340,429000
1710,255000
3040,420000
2250,1050000
2280,320000
2370,597000
1390,455000
1600,214000
1220,201000
1780,630000
590,240000
1560,303000
2007,305950
1420,269900
2410,610000
2250,292500
1810,970000
2060,677000
1180,350000
1950,425000
2910,589000
2250,549000
1230,479000
1610,215000
1990,938000
820,475000
2350,410000
1960,434400
1470,239000
1800,425000
1110,425000
1656,462500
3831,2700000
1400,421000
980,760000
840,209000
930,377000
1100,212000
1440,258950
1210,395000
880,232500
2680,549950
1710,158550
3160,697000
2340,487600
2480,910000
1320,381156
960,243000
1450,339000
1740,339000
1050,252000
2400,335000
1970,490500
1490,354901
1010,776000
2390,1100000
780,289000
2900,800000
1430,667750
2250,411000
3570,942500
1250,208000
1000,325088
1290,604000
1620,499100
2310,362000
1520,368500
2690,605000
1670,630000
1380,249000
2110,535000
1280,330000
1890,359000
1130,645000
1170,465000
1770,291500
1660,459000
1370,750000
2170,738000
2050,465000
3080,365000
1230,510000
1220,505000
2390,267500
1240,560000
1850,585000
1580,280000
1410,334200
3280,3400000
1650,238000
4230,985000
1030,301000
1390,342000
2330,690000
1830,300000
1480,256000
1560,270000
2110,689000
780,130000
950,515000
1490,550000
2770,749950
950,325000
1060,520000
1000,165000
1150,410500
1680,450000
1360,479950
790,450000
1210,415000
1150,500000
1770,715000
1040,289950
1810,342500
2280,410000
1650,440000
1630,249000
1860,472000
1060,235000
1750,774900
880,452000
2390,339000
600,395000
2020,633000
1090,267500
1050,392500
3920,889000
2820,720000
1530,415000
1750,260000
850,690000
2010,740000
940,255000
1420,500000
1480,535900
520,275000
2560,1305000
2530,575000
2130,749000
900,395000
2160,1190000
1140,218000
1090,288000
800,339950
2120,561000
1760,220000
1500,250000
1140,425000
3810,878000
1250,234900
1078,240000
1120,366500
1440,229900
4000,739000
1060,476500
1290,555000
2610,743700
2180,650000
850,290000
1670,352000
1330,234999
1770,570000
2760,1260000
1620,218000
710,459000
1650,550000
1030,465000
1350,419950
2910,610000
2750,333000
1050,263500
1540,425000
2550,419000
3380,749000
1140,265000
2890,575000
1350,509007
2530,525000
3370,480000
1720,550000
1900,316000
1160,250000
1020,360000
1000,244000
960,290000
1390,462608
1100,441000
1390,437000
1500,270000
2890,1495000
1300,700000
1510,465000
1080,264000
2580,775000
1380,189000
2190,361500
2790,374950
3220,1550000
3030,880000
2640,489950
2320,737500
1360,415000
830,229000
1210,310000
1870,299950
1950,765000
2120,1328000
2450,430000
1020,364000
1820,815000
1140,476000
840,457500
1760,945800
1330,539950
1320,585000
1210,294900
1830,339000
1200,390000
2720,460000
840,96500
520,310000
1840,375000
1270,347000
1670,227950
1010,500000
2030,600000
1630,840000
1100,388000
1160,322000
1200,242500
760,361600
1070,316500
1290,647500
1370,375000
1690,540000
2497,275000
1730,1650000
1440,600000
1320,260000
1260,577000
1380,475000
2880,525000
1800,391000
4100,950000
2510,1400000
1940,750000
1130,322500
2020,490000
840,124000
1610,286950
2550,799000
1220,350000
2640,570000
940,425000
1040,160000
2660,452000
1140,249900
1450,710000
1720,389000
2250,805000
1060,310000
1200,649950
570,310000
3340,962000
1010,240000
1480,510000
4400,687000
1840,620000
2610,1505000
1550,1075000
